name,address1,city,state,code,country,website,descript
Jinro Coors Brewing,"Cheongwon Factory: 52, Joongsam-Ri, Hyundo-Myun",Seoul,,,"Korea, Republic of",,
JJ Bitting Brewing,33 Main Street,Woodbridge,New Jersey,7095,United States,,
Jobber's Canyon Restaurant & Brewery,,Omaha,Nebraska,,United States,,
JoBoy's Brew Pub,87 Doe Run Rd,Manheim,Pennsylvania,17545,United States,http://www.joboysbrewpub.com/,
John Harvard's Brew House - Framingham,1 Worcester Road,Framingham,Massachusetts,1701,United States,,
John Harvard's Brew House - Harvard Square,33 Dunster Street,Cambridge,Massachusetts,2138,United States,,
John Harvard's Brewhouse - Wilmington,,Wilmington,Delaware,,United States,,
John Martin sa,rue du cerf,Genval,,1332,Belgium,http://www.anthonymartin.be/,
Jolly Pumpkin Artisan Ales,3115 Broad Street,Dexter,Michigan,48130,United States,http://www.jollypumpkin.com,"Welcome to a land of open fermentation, oak barrel aging, and bottle conditioning. At Jolly Pumpkin Artisan Ales we are dedicated to more than the traditions of old world craftsmanship. Everything we do is designed to create ales of outstanding art and flavor. Focusing on traditional rustic country style beers brought to life through labor and love, we strive to create beers to lighten the spirit, and soothe the soul. Sharing our joy to the betterment of mankind is the most that we could hope for."
Joshua Huddy's Brew Pub and Grill,,Toms River,New Jersey,8753,United States,,(No longer brewing)
JT Whitney's Brewpub and Eatery,674 South Whitney Way,Madison,Wisconsin,53711,United States,,
Jurupa Valley Brewing,,Riverside,California,,United States,,
JW Lees and Co (Brewers) Ltd.,Middleton Junction,Manchester,Manchester,,United Kingdom,,
Kaiser-Bru,Oberer Markt 1,Neuhaus,Bayern,,Germany,,
Kaiserdom Privatbrauerei Bamberg,Breitckerstrae 9,Bamberg,Bayern,,Germany,,
Kalamazoo Brewing,355 East Kalamazoo Avenue,Kalamazoo,Michigan,49007,United States,,
Karl Strauss Brewery Gardens - Sorrento Mesa,9675 Scranton Road,San Diego,California,92121,United States,,
Karlovacka Pivovara,Dubovac 22,Karlovac,,0,Croatia,,
Keesmann Bru,Wunderburg 5,Bamberg,Bayern,,Germany,,
Keg Microbrewery & Restaurant,,Stevens Point,Wisconsin,,United States,,
Keihan Uji Kotsu,,Uji,Kinki,,Japan,,(No longer brewing)
Kelmer's Brewhouse,,Santa Rosa,California,,United States,,
Kentucky Hemp Beer Company,,Lexington,Kentucky,,United States,,
Kenya Breweries,PO Box 30161,Nairobi,,,Kenya,,
Kessler Brewing,,Helena,Montana,,United States,,
King and Barnes,,Horsham,West Sussex,,United Kingdom,,
"Kirin Brewery Company, Ltd",,,,,Japan,http://www.kirin.com/,
Kiuchi Shuzou Goushi Kaisya,"1257, Kounsosu",Ibaraki,Kanto,,Japan,,
Kleinbrouwerij de Glazen Toren,Glazentorenweg 11,Erpe-Mere,Oost-Vlaanderen,,Belgium,,
Klosterbrauerei Neuzelle,Brauhausplatz 1,Neuzelle,Brandenburg,,Germany,,
Klosterbrauerei Weltenburg,Heitzerstrae 2,Regensburg,Bayern,,Germany,http://www.weltenburger.de/,
Klosterbru Bamberg,Obere Mhlbrcke 1-3,Bamberg,Bayern,,Germany,,
Knig Brauerei,Friedrich-Ebert-Strae 255-263,Duisburg,Nordrhein-Westfalen,,Germany,,
Knig Ludwig Schlobrauerei Kaltenberg,Augsburgerstrae 41,Frstenfeldbruck,Bayern,,Germany,,
Knigsbacher Brauerei,An der Knigsbach 8,Koblenz,Rheinland-Pfalz,,Germany,,
Knigsegger WalderBru,Hauptstrae 6,Knigseggwald,Baden-Wrttemberg,,Germany,,
Kona Brewing,75-5629 Kuakini Highway,Kailua-Kona,Hawaii,96740,United States,http://www.konabrewingco.com,
KÃ¶stritzer Schwarzbierbrauerei,Heinrich-Schtz-Strae 16,Bad KÃ¶stritz,ThÃ¼ringen,,Germany,,
KrÃ¡lovskÃ½ pivovar KruÅ¡ovice,270 53,KruÅ¡ovice,,,Czech Republic,http://www.krusovice.cz/,
Krogh's Restaurant and Brewpub,23 White Deer Plaza,Sparta,New Jersey,7871,United States,,
Kross Brewing,,Morrisville,Vermont,,United States,,
Kuhnhenn Brewing,5919 Chicago Road,Warren,Michigan,48092,United States,http://www.kbrewery.com/,
Kulmbacher Brauerei AG,Lichtenfelser Strae 9,Kulmbach,Bayern,,Germany,,
Kulmbacher Mnchshof Bru,,Kulmbach,Bayern,,Germany,,
La Jolla Brew House,7536 Fay Avenue,La Jolla,California,92037,United States,,
La Jolla Brewing,,La Jolla,California,,United States,,
Labatt / Keith's Brewery / Oland Breweries,3055 Agricola Street,Halifax,Nova Scotia,0,Canada,,
Labatt Ontario Breweries,150 Simcoe Street,London,Ontario,0,Canada,,
LaConner Brewing,117 South First Street,LaConner,Washington,98257,United States,http://www.insidelaconner.com/,
Lafayette Brewing,622 Main Street,Lafayette,Indiana,47901,United States,,
Lagunitas Brewing Company,1280 North McDowell Boulevard,Petaluma,California,94954,United States,http://www.lagunitas.com/,
Lake Louie Brewing,7556 Pine Road,Arena,Wisconsin,53503,United States,,
Lake Placid Pub & Brewery,813 Mirror Lake Drive,Lake Placid,New York,12946,United States,http://www.ubuale.com/,
Lake Superior Brewing,2711 West Superior Street,Duluth,Minnesota,55806,United States,,
Lakefront Brewery,1872 North Commerce Street,Milwaukee,Wisconsin,53212,United States,http://www.lakefrontbrewery.com/index.html,"Started in 1987, the microbrewery located on the Milwaukee River has become a Milwaukee landmark.  Its rich history includes partnerships with local taverns, preservation of local historical pieces, unique tours, family style dining options and most importantly, great beer. President Russ Klisch said it all started with his brother, Jim.  Jim expressed interest in beer making near his birthday and Russ humored him by purchasing him a book on the subject.  Jim read the book and brewed the beer.  Although not known, according to Russ, as a gourmet cook, Jim made a good beer.  Russ was impressed and decided he could do it better.  In short, sibling competitiveness and common interest lead both to entering contests in beer making.  They both received awards, and family and friends encouraged them to start the business. Their family had roots in the beer industry as well.  Their grandfather worked for Schlitz driving a street sweeper and a truck.  Russ Klisch remembers him bringing home short fills to his dad.  He recalls, even as a kid, that it was a cool job if you got to bring beer home at night.  Taverns were also owned by several family members. With that family history and their common interest in beer making, the brothers started their business.  They decided to start small.  Initially, they bought an old pizza bakery building down the street from their home in Riverwest.  They liked the location and the fact that they could walk there from home.  They sold their first barrel on December 2, 1987.  They stayed at that location until winter of 1998."
Lammin Sahti Oy,Liesontie 554,Lammi,,0,Finland,,
Lancaster Brewing Co.,302 N. Plum St.,Lancaster,Pennsylvania,17602,United States,http://www.lancasterbrewing.com/index.html,"We brew our beer in the heart of Lancaster County, Pennsylvania with great respect for the old traditions of brewing. Our master brewer, Christian Heim, has a strong commitment to quality and uses advanced brewing techniques to produce a consistent and high quality beer. Savor the hopped aromas as they come alive and accentuate the wholesome malt flavors in our ales and lagers."
Lanchester Brewing,Durham DH7 0NT,Durham,Durham,,United Kingdom,,
Lang Creek Brewry,655 Lang Creek Road,Marion,Montana,59925,United States,http://langcreekbrewery.com/,Good beer here!!
Latrobe Brewing,,Latrobe,Pennsylvania,,United States,,
Laughing Dog Brewing,55 Emerald Industrial Park Road,Ponderay,Idaho,83852,United States,http://www.laughingdogbrewing.com/,"Great Local brew.  They have 5 main brews, but the 2 I love most are their Pale Ale and Cream Ale.  The Pale Ale has a great hoppy finish, while the Cream Ale has a nice smooth taste. They also have a few other great brews!"
Lazy Magnolia Brewing Company,7030 Roscoe Turner Rd,Kiln,Mississippi,39556,United States,http://www.lazymagnolia.com/,
Le Cheval Blanc,809 Rue Ontario Est,Montreal,Quebec,0,Canada,,
Left Coast Brewing,1245 Puerta del Sol,San Clemente,California,92673,United States,,
Left Hand Brewing Company,1265 Boston Avenue,Longmont,Colorado,80501,United States,http://www.lefthandbrewing.com/,
Legacy Brewing Co.,545 Canal Street,Reading,Pennsylvania,19602,United States,http://www.legacybrewing.com,"Legacy Brewing Co. is committed to handcrafting unique, high quality beer by employing brewing techniques learned from European and American brewers. The complexity of flavors comes from a combination of high quality imported malts and our hopping methods which includes the use of whole flower hops. The Legacy team includes a creative collection of brewers, engineers, a microbiologist and our friends in the arts community; all with a passion for innovative products. Legacy...we brew pure pleasure!"
Legends Brewhouse & Eatery of Green Bay,2840 Shawano Avenue,Green Bay,Wisconsin,54313,United States,,
Leinenkugel's Ballyard Brewery,,Phoenix,Arizona,,United States,,
Lewis & Clark Brewing Company,939 Getchell Street,Helena,Montana,59601,United States,http://lewisandclarkbrewing.com/,
Liberty Steakhouse and Brewery,1321 Celebrity Circle,Myrtle Beach,South Carolina,29577,United States,http://www.libertysteakhouseandbrewery.com/,"Liberty means many things to many different people. It's a celebration of the great American farmer and the rich bounty he puts on our plates.  It's a celebration of America's rich ethnic cooking styles. It's a celebration of the resurgence of the handcrafted-brewing style of the pre-prohibition small American brewery.  Liberty Steakhouse & Brewery is based on America's rich ethnic cooking styles, complimented by finely hand-crafted beers, tantalizing starters and perfectly seared steaks. We've got something brewing you're sure to like. Liberty is also a celebration of life, family and the pursuit of happiness. So bring us your hungry, your thirsty and fun-loving, we'll send you home refreshed and fulfilled."
Licher Privatbrauerei,In den Hardtberggrten,Lich,Hessen,,Germany,,
Liefmans Breweries,Wontergemstraat 42,Dentergem,West-Vlaanderen,,Belgium,,
Lift Bridge Brewery,,Stillwater,Minnesota,,United States,http://www.liftbridgebrewery.com/,
Lighthouse Brewing,2 - 836 Devonshire Road,Victoria,British Columbia,0,Canada,,
Lightning Boy Brewery,,Belgrade,Montana,,United States,,
Limburg Beer Company,500 Williams Street,Hawkes Bay,,,New Zealand,,
Lion Brewery Ceylon Ltd.,"No-254, Colombo Road",Colombo,,,Sri Lanka,http://www.lionbeer.com/,
Lion Brewery Inc.,700 North Pennsylvania Blvd.,Wilkes Barre,Pennsylvania,18705,United States,http://www.lionbrewery.com/,"With a proud brewing heritage dating back to 1905, The Lion Brewery merges rustic architecture with state-of-the-art brewing technology, a contrast typified by the gleaming stainless steel aging tanks that sit alongside the traditional copper brew kettle. Our brewing process utilizes the traditional English method of upward infusion mashing in our combination mash lauter tun to create lagers and ales inspired by old world values, but with modern quality and consistency. The staff at The Lion Brewery is dedicated to producing true handcrafted beers, made right here in our century-old Brewhouse. All of our premium beers are made using only the four basic ingredients allowed by the Reinheitsgebot, or German purity law. Under the skillful supervision of our Master Brewer, Leo Orlandini, each of our lagers and ales are brewed in small batches using only the finest hops and malts available to guarantee the highest quality and freshness. Each product we brew is an original recipe especially created to deliver a fuller flavor than ordinary beers, yet with an approachable style and character. As a result, our beers have garnered numerous medals from the Great American Beer Festival and the World Beer Championships in recent years."
Lion Nathan Australia  Hunter Street,"Level 15, 20 Hunter Street",Sydney,New South Wales,,Australia,,
Listermann Brewing Company,1621 Dana Ave.,Cincinnati,Ohio,45212,United States,http://www.listermann.com/,
Little Apple Brewing,1110 Westloop Center,Manhattan,Kansas,66502,United States,,
Little Creatures Brewery,40 Mews Road,Fremantle,WA,6160,Australia,http://www.littlecreatures.com.au/,
Live Oak Brewing,3301-B East Fifth Street,Austin,Texas,78702,United States,http://www.liveoakbrewing.com/,"Live Oak Brewing Company is truly a home-grown Austin enterprise. Two of Austin's own homebrews, Chip McElroy and Brian Peters, literally hand-built the brewery and were the two main brewers, keg washers, delivery persons, and proselytizers. Live Oak has grown since then, but we are still just as passionate about providing delicious old-world style beers that are rarely commercially available. Our special beers are brewed in limited quantities in a small east Austin brewery and are available in fine pubs and restaurants in Austin, Dallas, Houston, Alpine, Marathon, San Marcos and San Antonio."
Loaf and Stein Brewing,,Eagle River,Wisconsin,,United States,,
Lobkowiczk Pivovar Vysok Chlumec,CZ-262 52 Vysok Chlumec,Vysok Chlumec,,,Czech Republic,,
Logjam Microbrewery,B-4864 Cty Rd F,Unity,Wisconsin,54488,United States,http://www.logjambeer.com/,"Originally started in Tomahawk, WI.  LogJam Microbrewery is under new ownership and located in Unity, WI at Monster World campground."
Long Trail Brewing Co,Route 4 & 100A,Bridgewater Corners,Vermont,5035,United States,http://www.longtrail.com/,"Long Trail Brewery is a microbrewery located in Bridgewater, Vermont, USA. It was opened in May of 1989 by Andy Pherson, who now serves both as the company's president and brewmaster. The company's first brewery was located in the basement of the Bridgewater Woolen Mill in Vermont's Green Mountains, but by 1995 the company had become popular enough that it was able to relocate to a state-of-the-art brewery and visitor center (featuring an open-air deck overlooking the Ottaquechee River) in Bridgewater Corners, VT."
Long Valley Pub & Brewery,1 Fairmount Road,Long Valley,New Jersey,7853,United States,,
Lost Coast Brewery,617 Fourth Street,Eureka,California,95501,United States,http://www.lostcoast.com/,
LÃ¶wenbrÃ¤u Brauerei,Nymphenburger StraÃŸe 4,MÃ¼nchen,Bayern,,Germany,,
Lwenbru Munich,Toronto ON,Toronto,Ontario,,Canada,,
Lwenbru Zrich,Brandschenkestrasse 150,Zrich,,,Switzerland,,
Maclay and Co.,,Clackmannan,Scotland,,United Kingdom,,
Mad Anthony Brewing,2002 Broadway,Fort Wayne,Indiana,46802,United States,,
Mad Crab Restaurant and Brewery,,Strongsville,Ohio,,United States,,
Mad River Brewing,195 Taylor Way,Blue Lake,California,95525,United States,,
Mad River Brewing Company,101 Taylor Way,Blue Lake,California,95525,United States,http://www.madriverbrewing.com/,Brewmaster Bob Smith's dream to open a small brewery began in the late seventies. Seeking knowledge and ingredients Smith joined with a small number of individuals who were laying the foundation of the craft beer movement in California. With a small group of investors Smith formed Mad River Brewing Company in 1989. Now in our 2nd decade we continue our commitment to producing fine ales combining the most traditional brewing methods with an environmentally sound approach. For centuries the English have been known for their brewing expertise. At Mad River Brewing Company we are long on tradition and continue to handcraft our ales in the truest sense. Our award winning ales have become renowned for their unique flavor profile and consistent quality.
Magic Hat,5 Bartlett Bay Road,South Burlington,Vermont,5403,United States,http://www.magichat.net/,"Burlington microbrewers of Humble Patience, Fat Angel, #9, Blind Faith IPA, and Heart of Darkness Oatmeal Stout."
Magnolia Pub and Brewery,1398 Haight Street,San Francisco,California,94117,United States,http://www.magnoliapub.com/,
Main Street Alehouse,333 North Main Avenue,Gresham,Oregon,97030,United States,,
Main Street Beer Company #1,,Richmond,Virginia,,United States,,
Main Street Brewery,300 North Main Street,Corona,California,92880,United States,,
Main Street Brewing,,Dallas,Texas,,United States,,
"Main Street Station Casino, Brewery and Hotel",200 North Main Street,Las Vegas,Nevada,89101,United States,,
Maisel Bru,Moosstrae 46,Bamberg,Bayern,,Germany,,
Malt Shovel Brewery,99 Pyrmont Bridge Road,Camperdown,New South Wales,,Australia,http://www.maltshovel.com.au/,
Mambo Beer,10920 North Port Washington Road,Mequon,Wisconsin,53092,United States,,
Mammoth Brewing,24 Lake Mary Road,Mammoth Lakes,California,93546,United States,,
Manayunk Brewery and Restaurant,4120 Main Street,Philadelphia,Pennsylvania,19127,United States,http://www.manayunkbrewery.com/,
Manhattan Beach Brewing,124 Manhattan Beach Boulevard,Manhattan Beach,California,90266,United States,,
Marble Brewery,111 Marble Ave NW,Albuquerque,New Mexico,87102,United States,http://marblebrewery.com/,"Marble Brewery is located in beautiful Downtown Albuquerque area, conveniently located near Interstate 25 and just a stone's throw from the railroad tracks. Our spacious tap room and extensive bar is complimented by an equally expansive patio that offers plenty of shaded, picnic-style seating. For both beer lovers and curious and thirsty tourists, a visit to Marble Brewery is a must when in Albuquerque."
Margaritaville Brewing Company,,Jacksonville,Florida,32209,United States,http://www.landsharklager.com/,
Marin Brewing,1809 Larkspur Landing Circle,Larkspur Landing,California,94939,United States,,
Marine Pub & Brewhouse,5820 Marine Drive,Burnaby,British Columbia,0,Canada,,
Maritime Pacific Brewing,1514 NW Leary Way,Seattle,Washington,98107,United States,,
Marquette Harbor Brewery and Restaurant,119 South Front Street,Marquette,Michigan,49855,United States,,
Marshall Brewing Company,618 S. Wheeling Ave,Tulsa,Oklahoma,74104,United States,http://marshallbrewing.com,
Martini-Brauerei,Klnische Strae 94-104,Kassel,Hessen,,Germany,,
Marzoni's Brick Oven & Brewing Co,165 Patchway Road,Duncansville,Pennsylvania,16635,United States,http://www.marzonis.com/,"Marzoni's beers are brewed on premise, utilizing the finest ingredients available. Beers brewed at Marzoni's are dispensed directly from our chilled serving tanks to the tap stations on the bar for the freshest beer around! On any given day, there are at least 8 beers on tap, not to mention house-brewed root beer. Brewery tours are available!"
Mash House Restaurant and Brewery,4150 Sycamore Dairy Road,Fayetteville,North Carolina,28303,United States,,
Matilda Bay Brewing,130 Stirling Highway,North Fremantle,Western Australia,,Australia,,
Maui Brewing Co.,4405 Honoapiilani Highway #217,"Lahaina, Maui",Hawaii,96761,United States,http://mauibrewingco.com/,"Maui Brewing Co., with a brewpub in Kahana and production brewery in Lahaina, has built a reputation for creating handcrafted beers brewed using the finest natural ingredients.  We have become one of the area's most popular dining locations and are the island's only microbrewery.  Our menu offers a broad selection of fine foods to satisfy any palate."
Maumee Bay Brewing,27 Broadway,Toledo,Ohio,43602,United States,,
McCashin's Brewery & Malthouse,660 Main Road,Nelson,,,New Zealand,,
McCoy's Public House and Brewkitchen,4057 Pennsylvania Avenue,Kansas City,Missouri,64111,United States,,
McGuire's Irish Pub and Brewery - Pensacola,600 East Gregory Street,Pensacola,Florida,32501,United States,,
McKenzie Brew House,451 Wilmington-West Chester Pike,Glen Mills,Pennsylvania,19342,United States,http://www.mckenziebrewhouse.com,
McMenamins Mill Creek,13300 Bothell-Everett Highway #304,Mill Creek,Washington,98012,United States,,
McMullen & Sons,26 Old Cross,Hertford,Hertfordshire,,United Kingdom,,
Meantime Brewing Company Limited,2 Penhall Road,Greenwich,London,SE7 8RX,United Kingdom,http://www.meantimebrewing.com/,
Meckatzer Lwenbru,Meckatz 10,Heimenkirch,Bayern,,Germany,,
Mehana Brewing,275 East Kawili Street,Hilo,Hawaii,96720,United States,,
Mendocino Brewing - Hopland,13351 Highway 101,Hopland,California,95449,United States,,
Mendocino Brewing - Saratoga Springs,,Saratoga Springs,New York,,United States,http://www.mendobrew.com/,
Mendocino Brewing - Ukiah,1601 Airport Road,Ukiah,California,95482,United States,,
Mercury Brewing Company,23 Hayward St.,Ipswich,Massachusetts,1938,United States,http://www.mercurybrewing.com,"Located in historic Ipswich, Massachusetts, Mercury Brewing Company emerged in 1999 when Rob Martin, then Director of Operations for Ipswich Brewing Company, purchased the brewery and renamed the company Mercury Brewing and Distribution Company. While continuing production of Ipswich Ale, Martin expanded the company with Stone Cat Ales and Lagers, Mercury Premium Sodas, and numerous contract brewing agreements.  In 2007 our beer production topped 14,000 BBLs (434,000 GAL), a 44% increase from 2006. Soda production came to 1180 BBLs (36,580 GAL), an increase of 22% from the previous year. We could not have done this without our hardworking staff and loyal customers and look forward to an even better 2008."
Metropolitan Brewing,"5121 N Ravenswood Ave,",Chicago,Illinois,60640,United States,http://www.metrobrewing.com/,
Mia and Pia's Pizzeria and Brewhouse,3545 Summers Lane (restaurant),Klamath Falls,Oregon,97603,United States,,
Michigan Brewing,1093 Highview Drive,Webberville,Michigan,48892,United States,http://www.michiganbrewing.com/,
Mickey Finn's Brewery,412 North Milwaukee Avenue,Libertyville,Illinois,60048,United States,,
Mickey's Brewing Co.,,Milwaukee,Wisconsin,,United States,http://www.mickeys.com,
Microbrouwerij Achilles,Dulft 9A,Itegem,Antwerpen,,Belgium,,
Middle Ages Brewing,120 Wilkinson Street,Syracuse,New York,13204,United States,http://www.middleagesbrewing.com/,"Step back in time to when men were men, women were brewsters, and hand-crafted fine ale filled every flagon. Your quest for great taste leads you out of the past and into Middle Ages Brewing Company where we are sworn to uphold the tradition of brewing beer in small batches. Taste the difference hand-crafting makes."
Midnight Sun Brewing Co.,8111 Dimond Hook Drive,Anchorage,Alaska,99507,United States,http://www.midnightsunbrewing.com/,"Since firing up its brew kettle in 1995, Midnight Sun Brewing Company has become a serious yet creative force on the American brewing front. From concept to glass, Midnight Sun relies on an art marries science approach, mixing tradition with innovation, to design and craft bold, distinctive beers for Alaska...and beyond. We at Midnight Sun find inspiration in the untamed spirit and rugged beauty of the Last Frontier and develop unique beers with equally appealing names and labels. But the company's true focus remains in its dedication to producing consistently high-quality beers that provide satisfying refreshment in all seasons... for Alaskans and visitors alike.  From our Pacific Northwest locale, we offer our wonderful beers on draft throughout Alaska and in 22-ounce bottles throughout Alaska and Oregon. We invite you to visit our hardworking, little brewery in South Anchorage every chance you get!"
Mikkeller,"Slien 2, 2. tv",KÃ¸benhavn,,,Denmark,http://www.mikkeller.dk/,
Milagro Brewery and Grill,,Bernalillo,New Mexico,,United States,,
Mill Creek Brewpub,11 North Palouse,Walla Walla,Washington,99362,United States,,
Mill Steakhouse,5798 South Rapp Street,Littleton,Colorado,80120,United States,,
Miller Brewing,3939 W. Highland Blvd,Milwaukee,Wisconsin,53208,United States,http://www.millerbrewing.com,"Making the highest quality beer has been a passion of the Miller Brewing Company since its founder, Frederick J. Miller, began his brewing business in 1855. Since then, Miller Brewing has grown from a small local brewer to the second largest brewery in the U.S., with seven major breweries located across America."
Millrose Brewing,45 South Barrington Road,South Barrington,Illinois,60010,United States,,
Millstream Brewing,835 48th Avenue,Amana,Iowa,52203,United States,,
Milly's Tavern,500 Commercial Street,Manchester,New Hampshire,3102,United States,,
Milwaukee Ale House,233 North Water Street,Milwaukee,Wisconsin,53202,United States,,
Minhas Craft Brewery,1208 14th Avenue,Monroe,Wisconsin,53566,United States,,
Minneapolis Town Hall Brewery,1430 Washington Avenue South,Minneapolis,Minnesota,55454,United States,http://www.townhallbrewery.com/,
Minnesota Brewing,,Saint Paul,Minnesota,,United States,,
Minocqua Brewing Company,238 Lake Shore Drive,Minocqua,Wisconsin,54548,United States,http://www.minocquabrewingcompany.com,
Mishawaka Brewing,3703 North Main Street,Mishawaka,Indiana,46545,United States,,
Mission Springs Brewing,7160 Oliver Street,Mission,British Columbia,0,Canada,,
Mississippi Brewing Co.,,Utica,New York,11042,United States,,
Moab Brewery,686 South Main Street,Moab,Utah,84532,United States,,
Mogollon Brewing Company,4366 Huntington Dr,Flagstaff,Arizona,86001,United States,http://www.mogbrew.com/,"Mogollon Brewing Company, LLC, and High Spirits Distillery is a small, 20 bbl micro brewery and distillery. Our beers and spirits are hand crafted from the finest ingredients available and we use pure mountain water.  The artwork found on our labels is the embodiment of, and is inspired by, Northern Arizona wildlife.  Mogollon Brewing takes its name from the Mogollon Plateau which sits at 7000 feet above sea level.   We are now located at 4366 Huntington Drive in Flagstaff, AZ.  This is a brand new 4500 square foot building designed and built specifically for brewing beer and distilling spirits."
Mohrenbrauerei August Huber,Doktor-Waibel-Strae 2,Dornbirn,,,Austria,,
Molson Breweries of Canada,175 Bloor Street East,Toronto,Ontario,0,Canada,,
Montana Brewing,113 North Broadway,Billings,Montana,59101,United States,,Montana Brewing Company...small brewery...BIG BEER!
Monte Carlo Casino and Brewpub,,Las Vegas,Nevada,89109,United States,,(No longer brewing)
Monteith's Brewing Co.,Cnr Turumaha and Herbert St,Greymouth,,,New Zealand,http://www.monteiths.com/nz/,
Moon River Brewing Company,21 W. Bay St.,Savannah,Georgia,31401,United States,http://www.moonriverbrewing.com/,"The Moon River Brewing Company is founded on our obsession with creating the ideal restaurant and brewery experience. Striving for this ideal, we are committed to providing three basic services. We are dedicated, first and foremost, to providing you with a comfortable and relaxing environment with prompt and cheerful service. Secondly, we are committed to serving you a delicious variety of freshly prepared foods. Our kitchen is a boiling pot of diversity, offering a range of dishes from simple comfort food to eclectic gourmet cuisine. Finally, we are undeniably passionate about serving great beer."
Moonlight Brewing,PO Box 316,Fulton,California,95439,United States,,
Moorhouse's Brewery (Burnley),4 Moorhouse Street,Burnley,Lancashire,,United Kingdom,,
Moose's Tooth Pub and Pizzeria,3300 Old Seward Highway,Anchorage,Alaska,99503,United States,http://www.moosestooth.net/,
Moosehead Breweries,89 Main Street West,Saint John,New Brunswick,0,Canada,,
Moosehead Breweries Ltd.,"89 Main Street, PO Box 3100, Station B",Saint John,New Brunswick,,Canada,http://www.moosehead.ca/,
Moosejaw Pizza & Dells Brewing Company,110 Wisconsin Dells Parkway South,Wisconsin Dells,Wisconsin,53965,United States,,
Mordue Brewery,21A Oak Road,Wallsend,Tyne and Wear,,United Kingdom,,
Morland and Co.,,Abingdon,Oxford,,United Kingdom,,
Mountain Sun Pub & Brewery,1535 Pearl Street,Boulder,Colorado,80302,United States,,
Moylan's Brewery & Restaurant,15 Rowland Way,Novato,California,94945,United States,http://www.moylans.com/,
moylans Brewing company,,Novato,California,,United States,http://www.moylans.com/,
Mudshark Brewing,210 Swanson Avenue,Lake Havasu City,Arizona,86403,United States,http://www.mudsharkbrewingco.com/,
Murphy's Wagon Wheel,107 North Lincoln Avenue,Hastings,Nebraska,68901,United States,,
Mussel Inn,Onekaka,Takaka,,,New Zealand,,
Myanmar Brewery and Distillery,"No. 45, No. 3 Trunk Road",Yangon,,,Myanmar,,
Mythos Breweries S.A.,"Industrial Area, Thessaloniki",,Sindos,570 22,Greece,http://www.mythosbrewery.gr/,
Namaqua Brewing,,Loveland,Colorado,,United States,,
Namibia Breweries,PO Box 206,Windhoek,,,Namibia,,
Nebraska Brewing Company,7474 Towne Center Parkway #101,Papillion,Nebraska,68046,United States,,
Nelson Brewing,512 Latimer Street,Nelson,British Columbia,0,Canada,,
Nethergate Brewery Co Ltd,The Street,Pentlow,Essex,,United Kingdom,,
New Albanian Brewing,3312 Plaza Drive,New Albany,Indiana,47150,United States,http://www.newalbanian.com,"The Brewery was officially brewing in October 2002 and was incorporated in 1994 as the New Albanian Brewing Company in a room that branches off of Sportstime Pizza. The brewery established by Roger Baylor his wife Amy (O'Connell) Baylor and her sister Kate O'Connel. This is the first commercial brewery in New Albany since 1935. The first brewmaster was Michael Borchers which brought with him experience and used machines from the now defunct Silver Creek Brewing Corporation that was located in Sellersburg, Indiana. Jared Williamson and Jesse Williams are the current brewers working the brewery. In 2005, 14,000 gallons of beer was produced by the brewery, and with the new additions, the planned output for 2007 is double the 2005 amount."
New Belgium Brewing,500 Linden Street,Fort Collins,Colorado,80524,United States,http://www.newbelgium.com/,"We'll set the scene: 1989. Belgium. Boy on bike. (OK, make that a young man of 32). As our aspiring young homebrewer rides his mountain bike with fat tires through European villages famous for beer, New Belgium Brewing Company was but a glimmer in his eye. Or basement. For Jeff Lebesch would return to Fort Collins with a handful of ingredients and an imagination full of recipes. And then there was beer. Jeff's first two basement-brewed creations? A brown dubbel with earthy undertones named Abbey and a remarkably well-balanced amber he named Fat Tire. To say the rest was history would be to overlook his wife's involvement. Kim Jordan was New Belgium's first bottler, sales rep, distributor, marketer and financial planner. And now, she's our CEO."
New Century Brewing Company,PO Box 1498,Boston,Massachusetts,2117,United States,,
New Glarus Brewing Company,2400 State Highway 69,New Glarus,Wisconsin,53574,United States,http://www.newglarusbrewing.com/,"The brewery is run by an enthusiastic couple, Daniel & Deb Carey, who have successfully combined business management and brewing professionalism. Our philosophy is based on individuality, cooperation and the employment of 100% natural ingredients to produce world -class, handcrafted beers for our friends in Wisconsin. Cheers!*  *From the New Glarus Brewing web site"
New Holland Brewing Company,66 East Eighth Street,Holland,Michigan,49423,United States,http://newhollandbrew.com,"Established in 1996, NHBC has grown from a scrappy two-man start-up to a thriving regional microbrewery, recognized for its creativity and artistry. We are very proud of our accomplishments thus far, and believe in earning our place in the brewing industry and in our customer's hearts and minds everyday. All of our beer is brewed in Holland, Michigan at one of our two locations. We brew, cellar and package the main brands for distribution at our production facility on the north-side of Holland, at 690 Commerce Court. In response to our considerable growth, we opened the new brewery in October of 2006, replacing the original headquarters.  We also brew beer and distill spirits in our pub. The pub is a great place for us to explore new ideas, meet our customers in a comfortable setting and provide a place of community for all who visit. The beers made here are typically special brews that rarely see their way outside of the friendly confines of our pub. In 2007, we brewed and shipped just over 7,400 barrels of beer. (A barrel = 31 gallons.) We work hard to bring you an authentic, interesting and gratifying experience."
New River Brewing,2015 Afond Court,Atlanta,Georgia,30341,United States,,
